id,name,sex,dob,num_course_taken,career_path_name,hours_to_complete,time_spent_hrs,prcnt_complete,job_category,city,state
2677,Darrel van Westerveld,N,1988-12-19,9.0,data analyst,12.0,1.26,0.105,education,Ivanhoe Estates,Pennsylvania
2678,Paul Bush,M,1954-06-10,10.0,machine learning engineer,35.0,14.3,0.4085714285714286,financial services,Clayhatchee,Florida
2679,Autumn Montes,N,1997-02-08,12.0,machine learning engineer,35.0,33.62,0.9605714285714285,software developer,Davisboro,New Hampshire
2680,Charlsie Roeklofsdr,F,1986-04-25,8.0,software engineering,25.0,21.06,0.8423999999999999,HR,Manzanita,Oregon
2681,Jerome Escobar,M,1961-07-04,14.0,frontend engineer,20.0,13.32,0.666,software developer,Wurtland,New Jersey
2682,Esteban Cole,M,1991-07-09,1.0,frontend engineer,20.0,6.25,0.3125,creative,Sneads,Delaware
2683,Sherman Dyer,M,1972-06-02,11.0,data analyst,12.0,1.76,0.14666666666666667,HR,Sugar Grove,Wisconsin
2684,Charlie Knox,M,1991-08-22,6.0,machine learning engineer,35.0,3.74,0.10685714285714286,creative,Java,New York
2685,Harlan York,M,1945-03-17,12.0,data scientist,20.0,7.41,0.3705,financial services,South Gastonia,Georgia
2686,Carson van Couwenhoven,N,1995-12-27,1.0,backend engineer,18.0,14.71,0.8172222222222223,financial services,Lake Buena Vista,New York
2687,Mason van Zijderveld,N,1968-11-15,11.0,software engineering,25.0,21.25,0.85,analytics,Brookridge,Illinois
2688,Renna Forbes,N,1983-08-13,5.0,ux/ui designer,15.0,5.4,0.36000000000000004,education,Rainbow,Alabama
2689,Keneth Crane,M,1942-07-02,5.0,machine learning engineer,35.0,1.66,0.047428571428571424,software developer,Hazelwood,Kansas
2690,Nannette van der Broek,F,1950-04-03,2.0,android developer,27.0,21.24,0.7866666666666666,engineer,Ten Broeck,Georgia
2691,Jordan Duijn,M,1954-04-14,3.0,frontend engineer,20.0,1.66,0.08299999999999999,engineer,Norris,Wyoming
2692,Mitch Stevens,M,1955-05-23,15.0,android developer,27.0,11.92,0.4414814814814815,financial services,Belvedere,Tennessee
2693,Maynard Asselaer,M,1981-03-24,0.0,ux/ui designer,15.0,2.13,0.142,HR,East Dubuque,Connecticut
2694,Arlie Richard,M,1951-07-16,10.0,ux/ui designer,15.0,12.56,0.8373333333333334,HR,Los Gatos,Maine
2695,Brain Cantrell,M,1993-04-26,12.0,machine learning engineer,35.0,9.28,0.2651428571428571,financial services,Grantley,Massachusetts
2696,Derick van Krieken,M,1957-04-01,11.0,frontend engineer,20.0,2.2,0.11000000000000001,HR,Vardaman,Tennessee
2697,Lashon Vesters,F,2000-07-06,5.0,ux/ui designer,15.0,3.46,0.23066666666666666,analytics,Balta,Nevada
2698,Desmond Simmons,M,1994-02-02,1.0,data engineer,20.0,15.58,0.779,education,South Alamo,Massachusetts
2699,Jordon Zwart,M,1993-06-23,9.0,,,,,creative,New Bern,Maryland
2700,Evelin Stilting,F,1964-06-06,11.0,android developer,27.0,22.33,0.827037037037037,creative,Brewer,Kentucky
2701,Kurt Singleton,M,1972-09-05,10.0,data analyst,12.0,2.6,0.21666666666666667,education,Raceland,New York
2702,Darren Manning,M,1942-09-17,8.0,iOS developer,27.0,22.67,0.8396296296296297,analytics,Sawyer,Oklahoma
2703,Vennie Louris,F,2004-12-20,6.0,data scientist,20.0,16.66,0.833,student,Taney,Rhode Island
2704,Issac Ricket,M,2001-05-04,4.0,data scientist,20.0,14.27,0.7135,HR,Grenada,Iowa
2705,Emmett Avila,M,1971-09-11,4.0,iOS developer,27.0,26.06,0.9651851851851851,education,Northwest,Wyoming
2706,Pearlene Nap,N,1949-03-28,3.0,,,,,financial services,Alden,Oregon
2707,Felix Humphrey,N,1967-05-24,6.0,android developer,27.0,15.05,0.5574074074074075,software developer,Thatcher,Alaska
2708,Cathrine van der Waal,F,1989-04-25,3.0,ux/ui designer,15.0,7.35,0.49,engineer,Fair Oaks,Iowa
2709,Angelina Dunn,F,1973-09-21,5.0,ux/ui designer,15.0,4.01,0.2673333333333333,software developer,Sundance,Illinois
2710,Ginny Weber,N,1987-09-02,5.0,frontend engineer,20.0,0.27,0.013500000000000002,creative,Runge,Arizona
2711,Carola Sharpe,F,1954-08-27,4.0,,,,,education,Wolf Trap,Alaska
2712,Jacqualine van der Vooren,F,1947-01-24,7.0,,,,,financial services,Regina,North Carolina
2713,Deloise Larsen,F,1969-10-19,8.0,software engineering,25.0,15.51,0.6204,creative,Crown Point,Colorado
2714,Danyelle Sharp,F,1947-12-29,15.0,frontend engineer,20.0,20.34,1.017,software developer,Lesterville,Florida
2715,Bibi van Roy,F,1950-07-31,4.0,android developer,27.0,27.5,1.0185185185185186,education,Graymoor-Devondale,Rhode Island
2716,Jessenia van Rhennes,F,1974-04-22,12.0,iOS developer,27.0,17.5,0.6481481481481481,engineer,Highland Beach,Mississippi
2717,Houston Greer,M,1977-11-28,10.0,frontend engineer,20.0,7.65,0.3825,HR,Malvern,Montana
2718,Lindsy Bakker,F,1988-03-26,15.0,machine learning engineer,35.0,30.58,0.8737142857142857,software developer,Gage,Alabama
2719,Benedict Riley,N,1997-10-05,11.0,software engineering,25.0,11.95,0.478,engineer,St. Lucie village,South Carolina
2720,Grace Wiggins,N,1966-10-22,7.0,data engineer,20.0,4.56,0.22799999999999998,engineer,Bonner Springs,Maine
2721,Enoch van Son,M,1953-04-29,14.0,software engineering,25.0,19.72,0.7888,software developer,Hurlock,Alaska
2722,Aiko Rijnders,F,1957-06-02,14.0,iOS developer,27.0,16.31,0.604074074074074,software developer,Leipsic village,Ohio
2723,Avery Berry,M,1994-03-02,4.0,data engineer,20.0,13.03,0.6515,creative,Lost Lake Woods,Wisconsin
2724,Tobias van Ekelenburg,M,1978-01-14,10.0,data engineer,20.0,18.6,0.93,creative,Orderville,New Mexico
2725,Jimmy Vonck,F,1994-01-13,12.0,software engineering,25.0,2.84,0.11359999999999999,education,Eads,Wisconsin
2726,Benedict van Blootenburgh,M,1958-12-26,5.0,data analyst,12.0,12.54,1.045,education,Port St. John,Washington
2727,Dominic Olson,M,1991-01-23,5.0,data engineer,20.0,15.68,0.784,software developer,Gamaliel,Arizona
2728,Fidel Wermeskerken,N,1972-07-22,10.0,data analyst,12.0,10.94,0.9116666666666666,HR,Venetian Village,Utah
2729,Charita Gaines,F,1942-08-06,0.0,ux/ui designer,15.0,12.26,0.8173333333333334,engineer,Simsbury Center,Oklahoma
2730,Nery Trevino,F,1993-10-27,0.0,data analyst,12.0,8.14,0.6783333333333333,engineer,Forest Lake,Nebraska
2731,Marcelo Moore,M,1975-07-01,7.0,machine learning engineer,35.0,15.85,0.45285714285714285,education,Bunnell,Massachusetts
2732,Coy van Rijn,N,1956-02-05,1.0,backend engineer,18.0,16.04,0.8911111111111111,HR,Ronald,South Carolina
2733,Kandace Patel,F,1995-02-06,7.0,android developer,27.0,14.33,0.5307407407407407,HR,Sinclair,Texas
2734,Johanna Sharp,F,1984-07-04,11.0,data analyst,12.0,8.98,0.7483333333333334,HR,Chalkyitsik,Michigan
2735,Charles Pfeil,F,1954-06-09,5.0,ux/ui designer,15.0,12.83,0.8553333333333334,HR,Egypt,West Virginia
2736,Tonisha Woodard,F,1985-04-15,11.0,frontend engineer,20.0,15.32,0.766,education,Whitehall borough,New Jersey
2737,Armida Boet,F,2000-06-15,9.0,data analyst,12.0,2.73,0.2275,engineer,Monon,Arizona
2738,Edgar Mccoy,M,1980-03-27,2.0,data analyst,12.0,9.39,0.7825000000000001,education,Halsey village,Illinois
2739,Martin Asselman,M,1964-01-13,7.0,software engineering,25.0,9.62,0.3848,software developer,Hartland village,Kansas
2740,Jamel Buchanan,M,1947-09-07,8.0,data engineer,20.0,17.47,0.8734999999999999,HR,Meadowlands,Montana
2741,Hunter van der Lugt,M,1944-03-15,14.0,ux/ui designer,15.0,6.5,0.43333333333333335,software developer,Effie,Missouri
2742,Tien Heukels,F,1985-10-02,10.0,frontend engineer,20.0,8.2,0.41,engineer,Dalzell,Kansas
2743,Delbert Walsh,N,1952-07-25,3.0,data engineer,20.0,7.66,0.383,education,Cocoa Beach,Delaware
2744,Marlana Lawson,N,2002-06-28,12.0,frontend engineer,20.0,0.63,0.0315,student,Levasy,Massachusetts
2745,Vincenzo Marsh,M,1955-05-31,3.0,backend engineer,18.0,3.04,0.1688888888888889,engineer,Patoka,New Hampshire
2746,Sylvester Macdonald,N,1986-06-21,5.0,android developer,27.0,15.91,0.5892592592592593,analytics,Adamsville village,Massachusetts
2747,Rozella Hurley,N,1942-01-23,12.0,data scientist,20.0,7.29,0.3645,engineer,Baldwyn,Massachusetts
2748,Scotty Howell,N,1954-05-15,10.0,machine learning engineer,35.0,13.34,0.3811428571428571,HR,Ainaloa,Minnesota
2749,Aurelio Nap,M,1951-08-23,15.0,data engineer,20.0,17.48,0.874,analytics,Bokchito,Connecticut
2750,Gene Arias,M,2004-10-08,1.0,data engineer,20.0,12.71,0.6355000000000001,student,Nunn,South Dakota
2751,Shenika Simons,F,1952-05-31,5.0,iOS developer,27.0,26.03,0.9640740740740741,HR,Dunean,North Carolina
2752,Grover Cornelisgroeneveld,M,1969-09-18,2.0,data engineer,20.0,18.39,0.9195,engineer,Hay Springs village,Iowa
2753,Samuel van Beggendorp,M,1983-04-07,12.0,,,,,education,Lake Telemark,Mississippi
2754,Marlene Alvarez,F,1981-03-24,12.0,ux/ui designer,15.0,14.29,0.9526666666666667,software developer,De Soto village,New York
2755,Willian Price,M,1948-05-22,2.0,iOS developer,27.0,16.77,0.6211111111111111,education,Island Pond,Delaware
2756,Saul Bray,M,1960-05-25,14.0,iOS developer,27.0,24.95,0.924074074074074,engineer,Bostic,New York
2757,Troy Mcfadden,M,1953-07-01,10.0,data scientist,20.0,8.01,0.40049999999999997,education,West De Land,Ohio
2758,Spencer van Beek,M,1946-04-14,15.0,iOS developer,27.0,12.66,0.4688888888888889,engineer,Flint Hill,California
2759,Antwan Rollins,N,1984-11-30,6.0,iOS developer,27.0,4.82,0.17851851851851852,software developer,Killdeer,Mississippi
2760,Karin van Buren,F,1976-03-27,9.0,ux/ui designer,15.0,13.11,0.874,analytics,Dover village,Pennsylvania
2761,Steve Pace,M,1961-10-14,0.0,iOS developer,27.0,18.36,0.6799999999999999,HR,Glenolden borough,Washington
2762,Colin Oomen,M,1972-04-11,12.0,ux/ui designer,15.0,13.38,0.892,education,La Marque,Florida
2763,Matt Finch,M,1993-10-16,9.0,android developer,27.0,6.7,0.24814814814814815,HR,Swissvale borough,Nebraska
2764,Roxie Kues,F,1955-01-07,2.0,backend engineer,18.0,2.95,0.1638888888888889,analytics,Berwyn village,Wyoming
2765,Diego Spithout,M,1956-05-22,8.0,backend engineer,18.0,14.71,0.8172222222222223,financial services,Wadena,New Jersey
2766,Chanell de Man,F,1948-11-12,11.0,android developer,27.0,15.17,0.5618518518518518,analytics,Lodi village,Kansas
2767,Peter Davidson,F,1997-07-22,5.0,backend engineer,18.0,9.7,0.5388888888888889,engineer,Teaneck,California
2768,Golda Gray,N,1962-07-16,13.0,,,,,software developer,Beckley,North Carolina
2769,Shenita Cobb,N,1956-07-09,3.0,ux/ui designer,15.0,0.42,0.028,HR,Wild Peach Village,Indiana
2770,Johnie Rijnberk,M,1970-11-15,9.0,,,,,creative,Longwood,Montana
2771,Daniela Rijckx,F,1949-10-15,8.0,machine learning engineer,35.0,14.91,0.426,software developer,Jessup,Rhode Island
2772,Merrie Brugman,N,1978-09-05,5.0,iOS developer,27.0,0.56,0.020740740740740744,analytics,Grundy,Missouri
2773,Josue van der Woude,M,1957-05-20,14.0,machine learning engineer,35.0,25.92,0.7405714285714287,education,Wheaton-Glenmont,Idaho
2774,Ida Spence,F,1991-09-03,10.0,data scientist,20.0,11.67,0.5835,HR,Duncan,Pennsylvania
2775,Israel Patel,M,1975-01-16,8.0,software engineering,25.0,17.97,0.7188,engineer,Abernathy,Arkansas
2776,Matilda Carpenter,N,1946-01-26,12.0,data scientist,20.0,9.25,0.4625,financial services,Corte Madera,Minnesota
2777,Minna Bryant,F,1950-10-08,0.0,machine learning engineer,35.0,22.71,0.6488571428571429,financial services,Mount Zion village,Wisconsin
2778,Norah Cardenas,F,1993-11-01,5.0,data analyst,12.0,10.69,0.8908333333333333,analytics,Bloomburg,Oklahoma
2779,Iola Bryan,F,2003-12-22,13.0,data analyst,12.0,4.27,0.3558333333333333,student,Terra Mar,Missouri
2780,Rory Mason,M,2000-06-17,15.0,data engineer,20.0,1.8,0.09,analytics,Wesley Chapel,Texas
2781,Alejandro Schroeder,N,1966-05-27,4.0,data engineer,20.0,2.51,0.1255,education,Redwood,Arizona
2782,Dalene van der Broek,N,1946-11-23,1.0,data analyst,12.0,4.78,0.3983333333333334,HR,Levelock,Maryland
2783,Johnathan Michael,N,1982-06-12,12.0,ux/ui designer,15.0,2.19,0.146,analytics,Hiawatha,Arkansas
2784,Casey Colpa,M,1987-08-09,3.0,machine learning engineer,35.0,3.39,0.09685714285714286,software developer,Medaryville,South Dakota
2785,Estell Leon,F,1951-04-11,15.0,backend engineer,18.0,18.99,1.055,creative,Shingle,Wyoming
2786,Jacquie Page,F,2000-02-07,13.0,frontend engineer,20.0,4.92,0.246,HR,Sharon Hill borough,Nevada
2787,Galen Mejia,N,2000-06-28,9.0,data analyst,12.0,4.05,0.33749999999999997,financial services,Mifflinburg borough,West Virginia
2788,Fred Chambers,N,1955-09-29,7.0,backend engineer,18.0,12.59,0.6994444444444444,software developer,Peavine,Michigan
2789,Lajuana Kane,F,1975-02-23,7.0,,,,,creative,Shaler ship,Tennessee
2790,Altha Oconnor,F,2004-07-07,6.0,backend engineer,18.0,8.58,0.4766666666666667,student,Vardaman,Texas
2791,Caitlin Solomon,F,1980-07-27,5.0,data scientist,20.0,5.07,0.2535,engineer,Eastman,Minnesota
2792,Pei de Rek,F,1988-09-14,14.0,software engineering,25.0,18.84,0.7536,financial services,Blackville,Wisconsin
2793,Chloe Carver,F,1991-07-23,6.0,data scientist,20.0,12.02,0.601,analytics,Eastborough,Colorado
2794,Cedric Choi,M,1968-11-03,15.0,software engineering,25.0,24.59,0.9836,engineer,West Palm Beach,New Mexico
2795,Stephaine Roeklofsdr,F,1992-07-22,8.0,,,,,creative,Willow River,Maine
2796,Austin Brandt,M,1999-07-21,0.0,data analyst,12.0,10.56,0.88,HR,Rozel,Arkansas
2797,Williams Craig,M,1964-09-19,11.0,data engineer,20.0,11.09,0.5545,creative,West Burke village,California
2798,Archie Reed,M,1945-01-25,0.0,frontend engineer,20.0,15.13,0.7565000000000001,education,Santa Claus,Florida
2799,Derek Mora,M,1998-05-29,3.0,software engineering,25.0,25.7,1.028,software developer,El Segundo,Vermont
2800,Richard Stevenson,N,1964-10-09,3.0,frontend engineer,20.0,6.33,0.3165,engineer,Pratt,Montana
2801,Long Barrera,M,2000-10-31,8.0,android developer,27.0,19.79,0.7329629629629629,financial services,Seiling,Delaware
2802,Kenny Irwin,N,1957-08-05,13.0,iOS developer,27.0,18.98,0.702962962962963,education,Timpson,West Virginia
2803,Russell Sherman,M,1988-08-03,10.0,android developer,27.0,12.87,0.4766666666666666,software developer,Hatfield,Ohio
2804,Terrance Ousen,M,1987-01-12,8.0,data scientist,20.0,13.74,0.687,analytics,Anita,Alabama
2805,Otto van Imbyze,M,1980-10-14,5.0,backend engineer,18.0,4.08,0.22666666666666668,software developer,Cranfills Gap,Hawaii
2806,Cassidy Dennis,F,1987-10-09,14.0,,,,,education,Ruskin,Rhode Island
2807,Alejandro Roeder,M,1986-10-15,8.0,data analyst,12.0,0.01,0.0008333333333333334,engineer,Suncoast Estates,Oregon
2808,Darryl Thornton,N,2001-03-18,11.0,data engineer,20.0,12.74,0.637,HR,Avalon,Massachusetts
2809,Galen Tanner,M,1969-06-14,12.0,data engineer,20.0,3.39,0.1695,creative,Mazomanie village,California
2810,Hugo Oosthuizen,M,1967-10-08,12.0,machine learning engineer,35.0,23.76,0.6788571428571429,software developer,Hastings borough,Wyoming
2811,Kieth Nguyen,M,1954-09-21,11.0,software engineering,25.0,1.61,0.0644,engineer,Othello,Louisiana
2812,Christian Tyson,M,1970-10-23,14.0,data scientist,20.0,11.71,0.5855,HR,Peconic,Louisiana
2813,Maritza Colpa,F,1946-01-03,8.0,iOS developer,27.0,7.54,0.27925925925925926,financial services,Underwood,Idaho
2814,Noreen Snijders,F,1998-04-03,9.0,software engineering,25.0,11.45,0.45799999999999996,software developer,Grand Rivers,Wisconsin
2815,Corine Davila,F,1953-02-26,15.0,data engineer,20.0,16.31,0.8154999999999999,analytics,Rosemount,New York
2816,Anthony Hodges,M,1983-09-21,10.0,data scientist,20.0,9.86,0.493,software developer,Mazeppa,Hawaii
2817,Larry Padilla,M,1975-06-20,11.0,frontend engineer,20.0,6.96,0.348,HR,Port Lions,Indiana
2818,Susie Fritz,F,1964-01-10,9.0,backend engineer,18.0,4.25,0.2361111111111111,software developer,Wadsworth,Kansas
2819,Bree Castaneda,F,1973-10-22,0.0,backend engineer,18.0,0.27,0.015000000000000001,creative,Parmele,Utah
2820,Lakeshia Sanchez,F,1967-06-09,14.0,backend engineer,18.0,1.68,0.09333333333333332,engineer,Wibaux,Maryland
2821,Dirk Ortega,M,1965-09-20,12.0,machine learning engineer,35.0,2.84,0.08114285714285714,software developer,New Washington,Texas
2822,Phillip Hurley,M,1946-09-21,5.0,data engineer,20.0,18.48,0.924,creative,Marathon,Delaware
2823,Max Geers,M,1972-02-26,3.0,,,,,engineer,Woolsey,Maryland
2824,Barry Hammond,M,1991-06-02,11.0,backend engineer,18.0,13.94,0.7744444444444444,education,Bessie,Kansas
2825,Coletta Burgess,F,2004-06-13,11.0,android developer,27.0,1.41,0.05222222222222222,student,Wiley,South Carolina
2826,Dylan Stoeckmann,M,1968-04-15,13.0,backend engineer,18.0,0.7,0.03888888888888889,HR,Kivalina,North Dakota
2827,Elwood van Krieken,M,1962-05-16,10.0,,,,,creative,Prairievillage,New York
2828,Wilburn van Munnik,M,1948-04-02,0.0,data analyst,12.0,5.72,0.4766666666666666,engineer,Rosalia,Hawaii
2829,Eli Snow,M,1985-11-13,7.0,data engineer,20.0,0.88,0.044,software developer,Port St. John,Alaska
2830,Nicolle van Zijderveld,N,1985-04-09,0.0,machine learning engineer,35.0,8.67,0.24771428571428572,creative,McCausland,California
2831,Laurence Melendez,F,1972-12-30,13.0,ux/ui designer,15.0,11.94,0.7959999999999999,analytics,Mountain Iron,Iowa
2832,Ricky van Malsen,M,1981-07-17,15.0,,,,,software developer,Pelican,Iowa
2833,Mary Cote,M,1953-11-09,9.0,android developer,27.0,19.99,0.7403703703703703,analytics,Honea Path,Connecticut
2834,Barrett Robles,M,1972-06-25,0.0,data engineer,20.0,5.81,0.2905,financial services,McKean borough,Nebraska
2835,Jim Flynn,M,1985-05-17,8.0,,,,,analytics,Terramuggus,Montana
2836,Monroe Vermijn,M,1995-08-02,12.0,machine learning engineer,35.0,14.02,0.4005714285714286,HR,Red Cloud,North Carolina
2837,Shiela Tukker,N,1967-11-19,8.0,backend engineer,18.0,4.14,0.22999999999999998,engineer,Summerside,Connecticut
2838,Jasper Tyler,N,1975-03-03,6.0,ux/ui designer,15.0,10.18,0.6786666666666666,software developer,Ellston,Virginia
2839,Hobert Deutschmann,M,1981-08-01,0.0,data analyst,12.0,9.14,0.7616666666666667,analytics,Swan,Arizona
2840,Giselle Vesters,F,1944-07-30,15.0,data analyst,12.0,2.24,0.18666666666666668,financial services,Saddle Butte,Texas
2841,Kareem Boudewijn,M,1952-07-15,3.0,frontend engineer,20.0,13.76,0.688,engineer,Hornbeck,Iowa
2842,Margarite Escobar,F,1947-08-30,2.0,data analyst,12.0,4.74,0.395,creative,Houston Lake,Montana
2843,Jenniffer Augustinus,F,1996-05-12,13.0,data engineer,20.0,9.2,0.45999999999999996,HR,Rest Haven,North Dakota
2844,Ileana Bruce,N,1985-12-28,0.0,machine learning engineer,35.0,22.91,0.6545714285714286,HR,Elkridge,Nebraska
2845,Latarsha Perdon,F,1977-09-18,6.0,ux/ui designer,15.0,14.31,0.9540000000000001,engineer,East Rockingham,Rhode Island
2846,Bryant Hansen,N,1947-12-29,3.0,iOS developer,27.0,8.83,0.327037037037037,HR,Pecan Plantation,Montana
2847,Lavern Pael,F,1979-01-30,15.0,android developer,27.0,6.6,0.24444444444444444,analytics,Northfield,Maryland
2848,Kayleigh van Steenderen,F,1943-02-22,5.0,data analyst,12.0,0.33,0.0275,analytics,Mountain Mesa,Ohio
2849,Gerald Howell,M,2002-04-30,14.0,,,,,student,Crystal Lakes,Minnesota
2850,Brian van der Goot,F,1981-08-26,7.0,backend engineer,18.0,16.39,0.9105555555555556,engineer,Discovery Bay,Georgia
2851,Perry Lapperre,F,1987-04-05,10.0,data engineer,20.0,6.68,0.33399999999999996,analytics,New Concord village,Kentucky
2852,Andres Watkins,M,1950-05-20,9.0,frontend engineer,20.0,18.16,0.908,analytics,Hooper Bay,Tennessee
2853,Tamatha Dennis,F,2003-08-28,1.0,iOS developer,27.0,3.32,0.12296296296296295,student,Milan,Maine
2854,Inge Espinoza,N,1979-12-25,6.0,data engineer,20.0,1.05,0.052500000000000005,engineer,Doolittle,Washington
2855,Alison Bruins,N,1982-08-31,6.0,android developer,27.0,0.59,0.02185185185185185,analytics,Minor Lane Heights,North Dakota
2856,Alona Bankhead,F,1987-05-06,2.0,,,,,creative,Ridgecrest,New Jersey
2857,Hal Hart,M,1947-09-17,15.0,ux/ui designer,15.0,14.46,0.9640000000000001,creative,Lucas village,New Jersey
2858,Kerry van Couwenhoven,N,1998-05-03,2.0,ux/ui designer,15.0,15.64,1.0426666666666666,engineer,Middleton,Oklahoma
2859,Shelia Russell,F,1947-07-30,15.0,,,,,engineer,Fellows,Pennsylvania
2860,Tim Groeneveld,M,1976-02-26,0.0,data scientist,20.0,0.49,0.0245,financial services,Sunol,Oklahoma
2861,Johnie Macias,M,1965-09-19,14.0,ux/ui designer,15.0,2.42,0.16133333333333333,financial services,Capitol Heights,Wisconsin
2862,Roderick van Wermeskerken,M,1985-08-08,3.0,backend engineer,18.0,8.1,0.44999999999999996,education,Las Colonias,New Mexico
2863,Matilda Vang,F,2003-11-28,13.0,,,,,student,Pflugerville,Louisiana
2864,Trey van der Klugt,M,1995-12-21,4.0,data analyst,12.0,2.0,0.16666666666666666,financial services,Lucedale,Nevada
